image_path,architectural_style
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001788.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012230.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013293.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\009233.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006687.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004060.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013968.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012335.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001293.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012318.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003600.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008150.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012551.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002357.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004747.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001468.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003875.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008895.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008788.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011684.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014500.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006945.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011338.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014062.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005676.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008330.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007509.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002520.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007568.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001247.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\012003.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001380.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012647.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010071.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012872.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004449.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003936.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014462.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001139.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\009304.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014353.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\009170.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004938.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003777.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009320.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000582.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014290.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014157.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\001963.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013034.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003310.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002648.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005950.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004862.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004894.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002024.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011234.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009869.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013872.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004598.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009643.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011072.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003774.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004026.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005607.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\009118.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000129.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000197.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007926.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011617.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007644.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007514.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006992.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012275.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014184.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000414.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002697.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014087.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012396.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004933.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009744.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013717.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004835.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011833.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002174.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000495.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\003104.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012328.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012934.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006884.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009871.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000612.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003381.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\012178.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010401.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\005034.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011142.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000064.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000186.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014119.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001228.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007693.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002620.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001432.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006366.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\012157.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008951.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001903.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000215.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014371.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011816.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001066.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010321.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003256.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\003057.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010626.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006622.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001643.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004632.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010445.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003409.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002105.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000844.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001057.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004819.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001014.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012232.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000605.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001616.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006423.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000897.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001194.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007542.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009813.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008386.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000548.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002270.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010019.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009373.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000445.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006758.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006654.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000951.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007483.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008945.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011083.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000022.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014365.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001256.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009455.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006918.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007660.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014111.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011661.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013066.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009985.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014651.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009370.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002144.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012504.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005332.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000138.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004675.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005806.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012602.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001191.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004384.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008372.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012321.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009718.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006924.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000176.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012409.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\007988.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008906.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014657.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001143.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013347.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000155.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000773.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004993.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002882.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006643.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013771.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\001947.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005675.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000966.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002676.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009822.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012502.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000796.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005679.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\001951.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006487.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003679.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001557.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013772.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002074.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008358.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011740.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008747.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001466.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011904.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000289.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003870.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009343.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005057.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012831.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012816.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\003102.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003690.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006392.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007515.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001785.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011307.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000993.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\007357.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011480.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001514.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000577.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009548.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009319.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011156.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008637.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004030.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011778.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008065.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007580.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\007997.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013488.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008033.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008676.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001134.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011536.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000167.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013585.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000735.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\003099.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006838.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011514.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013510.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006657.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013590.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012435.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000439.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000909.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014317.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009879.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007677.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004318.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001291.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005907.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000553.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005729.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004168.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009855.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009317.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004776.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005282.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009496.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\007994.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005326.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005695.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007750.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003309.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011524.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007540.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012576.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\012145.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004352.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005868.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001480.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\009002.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005701.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000028.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013878.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\006023.jpg,Chicago school architecture
